Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
βαπτίζων,βαπτίζω,present,active,participle,—,masculine,nominative,singular,Mark 6:14,"Καὶ ἤκουσεν ὁ βασιλεὺς Ἡρῴδης, φανερὸν γὰρ ἐγένετο τὸ ὄνομα αὐτοῦ, καὶ ἔλεγον ὅτι Ἰωάννης ὁ",ἐγήγερται ἐκ νεκρῶν καὶ διὰ τοῦτο ἐνεργοῦσιν αἱ δυνάμεις ἐν αὐτῷ.
βαπτίζοντος,βαπτίζω,present,active,participle,—,masculine,genitive,singular,Mark 6:24,καὶ ἐξελθοῦσα εἶπεν τῇ μητρὶ αὐτῆς· τί αἰτήσωμαι; ἡ δὲ εἶπεν· τὴν κεφαλὴν Ἰωάννου τοῦ,.
βαπτίσωνται,βαπτίζω,aorist,middle,subjunctive,third person,—,—,plural,Mark 7:4,καὶ ἀπʼ ἀγορᾶς  ἐὰν μὴ,"οὐκ ἐσθίουσιν, καὶ ἄλλα πολλά ἐστιν ἃ παρέλαβον κρατεῖν, βαπτισμοὺς ποτηρίων καὶ ξεστῶν καὶ χαλκίων [καὶ κλινῶν] —"
βαπτίζομαι,βαπτίζω,present,passive,indicative,first person,—,—,singular,Mark 10:38,δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ πίνω ἢ τὸ βάπτισμα ὃ ἐγὼ,βαπτισθῆναι;
βαπτισθῆναι,βαπτίζω,aorist,passive,infinitive,—,—,—,—,Mark 10:38,πιεῖν τὸ ποτήριον ὃ ἐγὼ πίνω ἢ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι,;
βαπτίζομαι,βαπτίζω,present,passive,indicative,first person,—,—,singular,Mark 10:39,αὐτοῖς· τὸ ποτήριον ὃ ἐγὼ πίνω πίεσθε καὶ τὸ βάπτισμα ὃ ἐγὼ,"βαπτισθήσεσθε,"
βαπτισθήσεσθε,βαπτίζω,future,passive,indicative,second person,—,—,plural,Mark 10:39,τὸ ποτήριον ὃ ἐγὼ πίνω πίεσθε καὶ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι,","
βαπτισθεὶς,βαπτίζω,aorist,passive,participle,—,masculine,nominative,singular,Mark 16:16,ὁ πιστεύσας καὶ,"σωθήσεται, ὁ δὲ ἀπιστήσας κατακριθήσεται."
βαπτισθῆναι,βαπτίζω,aorist,passive,infinitive,—,—,—,—,Luke 3:7,Ἔλεγεν οὖν τοῖς ἐκπορευομένοις ὄχλοις,"ὑπʼ αὐτοῦ· γεννήματα ἐχιδνῶν, τίς ὑπέδειξεν ὑμῖν φυγεῖν ἀπὸ τῆς μελλούσης ὀργῆς;"
βαπτισθῆναι,βαπτίζω,aorist,passive,infinitive,—,—,—,—,Luke 3:12,ἦλθον δὲ καὶ τελῶναι,"καὶ εἶπαν πρὸς αὐτόν· διδάσκαλε, τί ποιήσωμεν;"
βαπτίζω,βαπτίζω,present,active,indicative,first person,—,—,singular,Luke 3:16,ἀπεκρίνατο λέγων πᾶσιν ὁ Ἰωάννης·  ἐγὼ μὲν ὕδατι,"ὑμᾶς· ἔρχεται δὲ ὁ ἰσχυρότερός μου, οὗ οὐκ εἰμὶ ἱκανὸς λῦσαι τὸν ἱμάντα"
βαπτίσει,βαπτίζω,future,active,indicative,third person,—,—,singular,Luke 3:16,οὗ οὐκ εἰμὶ ἱκανὸς λῦσαι τὸν ἱμάντα τῶν ὑποδημάτων αὐτοῦ· αὐτὸς ὑμᾶς,ἐν πνεύματι ἁγίῳ καὶ πυρί· οὗ
βαπτισθῆναι,βαπτίζω,aorist,passive,infinitive,—,—,—,—,Luke 3:21,Ἐγένετο δὲ ἐν τῷ,ἅπαντα τὸν λαὸν καὶ Ἰησοῦ βαπτισθέντος καὶ προσευχομένου ἀνεῳχθῆναι τὸν οὐρανὸν
βαπτισθέντος,βαπτίζω,aorist,passive,participle,—,masculine,genitive,singular,Luke 3:21,Ἐγένετο δὲ ἐν τῷ βαπτισθῆναι ἅπαντα τὸν λαὸν καὶ Ἰησοῦ,καὶ προσευχομένου ἀνεῳχθῆναι τὸν οὐρανὸν
βαπτισθέντες,βαπτίζω,aorist,passive,participle,—,masculine,nominative,plural,Luke 7:29,Καὶ πᾶς ὁ λαὸς ἀκούσας καὶ οἱ τελῶναι ἐδικαίωσαν τὸν θεὸν,τὸ βάπτισμα Ἰωάννου·
βαπτισθέντες,βαπτίζω,aorist,passive,participle,—,masculine,nominative,plural,Luke 7:30,οἱ δὲ Φαρισαῖοι καὶ οἱ νομικοὶ τὴν βουλὴν τοῦ θεοῦ ἠθέτησαν εἰς ἑαυτοὺς μὴ,ὑπʼ αὐτοῦ.
ἐβαπτίσθη,βαπτίζω,aorist,passive,indicative,third person,—,—,singular,Luke 11:38,ὁ δὲ Φαρισαῖος ἰδὼν ἐθαύμασεν ὅτι οὐ πρῶτον,πρὸ τοῦ ἀρίστου.
βαπτισθῆναι,βαπτίζω,aorist,passive,infinitive,—,—,—,—,Luke 12:50,βάπτισμα δὲ ἔχω,", καὶ πῶς συνέχομαι ἕως ὅτου τελεσθῇ."
βαπτίζεις,βαπτίζω,present,active,indicative,second person,—,—,singular,John 1:25,καὶ ἠρώτησαν αὐτὸν καὶ εἶπαν αὐτῷ· τί οὖν,εἰ σὺ οὐκ εἶ ὁ χριστὸς οὐδὲ Ἠλίας οὐδὲ ὁ προφήτης;
βαπτίζω,βαπτίζω,present,active,indicative,first person,—,—,singular,John 1:26,ἀπεκρίθη αὐτοῖς ὁ Ἰωάννης λέγων· ἐγὼ,"ἐν ὕδατι· μέσος  ὑμῶν ἕστηκεν ὃν ὑμεῖς οὐκ οἴδατε,"
βαπτίζων,βαπτίζω,present,active,participle,—,masculine,nominative,singular,John 1:28,"ταῦτα ἐν Βηθανίᾳ ἐγένετο πέραν τοῦ Ἰορδάνου, ὅπου ἦν ὁ Ἰωάννης",.
βαπτίζων,βαπτίζω,present,active,participle,—,masculine,nominative,singular,John 1:31,"κἀγὼ οὐκ ᾔδειν αὐτόν, ἀλλʼ ἵνα φανερωθῇ τῷ Ἰσραὴλ διὰ τοῦτο ἦλθον ἐγὼ ἐν  ὕδατι",.
βαπτίζειν,βαπτίζω,present,active,infinitive,—,—,—,—,John 1:33,"κἀγὼ οὐκ ᾔδειν αὐτόν, ἀλλʼ ὁ πέμψας με",ἐν  ὕδατι ἐκεῖνός μοι εἶπεν· ἐφʼ ὃν ἂν ἴδῃς τὸ πνεῦμα καταβαῖνον καὶ
βαπτίζων,βαπτίζω,present,active,participle,—,masculine,nominative,singular,John 1:33,"ἂν ἴδῃς τὸ πνεῦμα καταβαῖνον καὶ μένον ἐπʼ αὐτόν, οὗτός ἐστιν ὁ",ἐν πνεύματι ἁγίῳ.
ἐβάπτιζεν,βαπτίζω,imperfect,active,indicative,third person,—,—,singular,John 3:22,μαθηταὶ αὐτοῦ εἰς τὴν Ἰουδαίαν γῆν καὶ ἐκεῖ διέτριβεν μετʼ αὐτῶν καὶ,.
βαπτίζων,βαπτίζω,present,active,participle,—,masculine,nominative,singular,John 3:23,Ἦν δὲ καὶ ὁ Ἰωάννης,"ἐν Αἰνὼν ἐγγὺς τοῦ Σαλείμ, ὅτι ὕδατα πολλὰ ἦν ἐκεῖ, καὶ παρεγίνοντο καὶ ἐβαπτίζοντο· οὔπω"
ἐβαπτίζοντο,βαπτίζω,imperfect,passive,indicative,third person,—,—,plural,John 3:23,"Αἰνὼν ἐγγὺς τοῦ Σαλείμ, ὅτι ὕδατα πολλὰ ἦν ἐκεῖ, καὶ παρεγίνοντο καὶ",· οὔπω
βαπτίζει,βαπτίζω,present,active,indicative,third person,—,—,singular,John 3:26,"ὃς ἦν μετὰ σοῦ πέραν τοῦ Ἰορδάνου, ᾧ σὺ μεμαρτύρηκας, ἴδε οὗτος",καὶ πάντες ἔρχονται πρὸς αὐτόν.
βαπτίζει,βαπτίζω,present,active,indicative,third person,—,—,singular,John 4:1,Ὡς οὖν ἔγνω ὁ Ἰησοῦς ὅτι ἤκουσαν οἱ Φαρισαῖοι ὅτι Ἰησοῦς πλείονας μαθητὰς ποιεῖ καὶ,ἢ Ἰωάννης
ἐβάπτιζεν,βαπτίζω,imperfect,active,indicative,third person,—,—,singular,John 4:2,— καίτοιγε Ἰησοῦς αὐτὸς οὐκ,ἀλλʼ οἱ μαθηταὶ αὐτοῦ —
βαπτίζων,βαπτίζω,present,active,participle,—,masculine,nominative,singular,John 10:40,Καὶ ἀπῆλθεν πάλιν πέραν τοῦ Ἰορδάνου εἰς τὸν τόπον ὅπου ἦν Ἰωάννης τὸ πρῶτον,καὶ ἔμεινεν ἐκεῖ.
ἐβάπτισεν,βαπτίζω,aorist,active,indicative,third person,—,—,singular,Acts 1:5,ὅτι Ἰωάννης μὲν,"ὕδατι, ὑμεῖς δὲ ἐν πνεύματι βαπτισθήσεσθε ἁγίῳ οὐ μετὰ πολλὰς ταύτας ἡμέρας."
βαπτισθήσεσθε,βαπτίζω,future,passive,indicative,second person,—,—,plural,Acts 1:5,"ὅτι Ἰωάννης μὲν ἐβάπτισεν ὕδατι, ὑμεῖς δὲ ἐν πνεύματι",ἁγίῳ οὐ μετὰ πολλὰς ταύτας ἡμέρας.
βαπτισθήτω,βαπτίζω,aorist,passive,imperative,third person,—,—,singular,Acts 2:38,"Πέτρος δὲ πρὸς αὐτούς· μετανοήσατε, [φησίν] καὶ",ἕκαστος ὑμῶν ἐπὶ τῷ ὀνόματι  Ἰησοῦ Χριστοῦ εἰς ἄφεσιν τῶν ἁμαρτιῶν ὑμῶν καὶ
ἐβαπτίσθησαν,βαπτίζω,aorist,passive,indicative,third person,—,—,plural,Acts 2:41,οἱ μὲν οὖν ἀποδεξάμενοι τὸν λόγον αὐτοῦ,καὶ προσετέθησαν ἐν τῇ ἡμέρᾳ ἐκείνῃ ψυχαὶ ὡσεὶ τρισχίλιαι.
ἐβαπτίζοντο,βαπτίζω,imperfect,passive,indicative,third person,—,—,plural,Acts 8:12,"ὅτε δὲ ἐπίστευσαν τῷ Φιλίππῳ εὐαγγελιζομένῳ περὶ τῆς βασιλείας τοῦ θεοῦ καὶ τοῦ ὀνόματος Ἰησοῦ Χριστοῦ,",ἄνδρες τε καὶ γυναῖκες.
βαπτισθεὶς,βαπτίζω,aorist,passive,participle,—,masculine,nominative,singular,Acts 8:13,ὁ δὲ Σίμων καὶ αὐτὸς ἐπίστευσεν καὶ,"ἦν προσκαρτερῶν τῷ Φιλίππῳ, θεωρῶν τε σημεῖα καὶ δυνάμεις μεγάλας γινομένας ἐξίστατο."
βεβαπτισμένοι,βαπτίζω,perfect,passive,participle,—,masculine,nominative,plural,Acts 8:16,"οὐδέπω γὰρ ἦν ἐπʼ οὐδενὶ αὐτῶν ἐπιπεπτωκός, μόνον δὲ",ὑπῆρχον εἰς τὸ ὄνομα τοῦ κυρίου Ἰησοῦ.
βαπτισθῆναι,βαπτίζω,aorist,passive,infinitive,—,—,—,—,Acts 8:36,"ἐπί τι ὕδωρ, καί φησιν ὁ εὐνοῦχος· ἰδοὺ ὕδωρ, τί κωλύει με",;
ἐβάπτισεν,βαπτίζω,aorist,active,indicative,third person,—,—,singular,Acts 8:38,"καὶ ἐκέλευσεν στῆναι τὸ ἅρμα καὶ κατέβησαν ἀμφότεροι εἰς τὸ ὕδωρ, ὅ τε Φίλιππος καὶ ὁ εὐνοῦχος, καὶ",αὐτόν.
ἐβαπτίσθη,βαπτίζω,aorist,passive,indicative,third person,—,—,singular,Acts 9:18,"καὶ εὐθέως ἀπέπεσαν αὐτοῦ ἀπὸ τῶν ὀφθαλμῶν ὡς λεπίδες, ἀνέβλεψέν τε  καὶ ἀναστὰς",*
βαπτισθῆναι,βαπτίζω,aorist,passive,infinitive,—,—,—,—,Acts 10:47,μήτι τὸ ὕδωρ δύναται κωλῦσαί τις τοῦ μὴ,"τούτους, οἵτινες τὸ πνεῦμα τὸ ἅγιον ἔλαβον ὡς καὶ ἡμεῖς;"
βαπτισθῆναι,βαπτίζω,aorist,passive,infinitive,—,—,—,—,Acts 10:48,προσέταξεν δὲ αὐτοὺς ἐν τῷ ὀνόματι Ἰησοῦ Χριστοῦ,. τότε ἠρώτησαν αὐτὸν ἐπιμεῖναι ἡμέρας τινάς.
ἐβάπτισεν,βαπτίζω,aorist,active,indicative,third person,—,—,singular,Acts 11:16,ἐμνήσθην δὲ τοῦ ῥήματος τοῦ κυρίου ὡς ἔλεγεν· Ἰωάννης μὲν,"ὕδατι, ὑμεῖς δὲ βαπτισθήσεσθε ἐν πνεύματι ἁγίῳ."
βαπτισθήσεσθε,βαπτίζω,future,passive,indicative,second person,—,—,plural,Acts 11:16,"ἐμνήσθην δὲ τοῦ ῥήματος τοῦ κυρίου ὡς ἔλεγεν· Ἰωάννης μὲν ἐβάπτισεν ὕδατι, ὑμεῖς δὲ",ἐν πνεύματι ἁγίῳ.
ἐβαπτίσθη,βαπτίζω,aorist,passive,indicative,third person,—,—,singular,Acts 16:15,ὡς δὲ,"καὶ  ὁ οἶκος αὐτῆς, παρεκάλεσεν λέγουσα· εἰ κεκρίκατέ με πιστὴν τῷ κυρίῳ εἶναι"
ἐβαπτίσθη,βαπτίζω,aorist,passive,indicative,third person,—,—,singular,Acts 16:33,"καὶ παραλαβὼν αὐτοὺς ἐν ἐκείνῃ τῇ ὥρᾳ τῆς νυκτὸς ἔλουσεν ἀπὸ τῶν πληγῶν, καὶ","αὐτὸς καὶ οἱ αὐτοῦ πάντες παραχρῆμα,"
ἐβαπτίζοντο,βαπτίζω,imperfect,passive,indicative,third person,—,—,plural,Acts 18:8,"σὺν ὅλῳ τῷ οἴκῳ αὐτοῦ, καὶ πολλοὶ τῶν Κορινθίων ἀκούοντες ἐπίστευον  καὶ",.
ἐβαπτίσθητε,βαπτίζω,aorist,passive,indicative,second person,—,—,plural,Acts 19:3,εἶπέν τε· εἰς τί οὖν,; οἱ δὲ εἶπαν· εἰς τὸ Ἰωάννου βάπτισμα.
ἐβάπτισεν,βαπτίζω,aorist,active,indicative,third person,—,—,singular,Acts 19:4,εἶπεν δὲ Παῦλος· Ἰωάννης,"βάπτισμα μετανοίας τῷ λαῷ λέγων εἰς τὸν ἐρχόμενον μετʼ αὐτὸν ἵνα πιστεύσωσιν, τοῦτʼ ἔστιν εἰς τὸν Ἰησοῦν."
ἐβαπτίσθησαν,βαπτίζω,aorist,passive,indicative,third person,—,—,plural,Acts 19:5,ἀκούσαντες δὲ,"εἰς τὸ ὄνομα τοῦ κυρίου Ἰησοῦ,"
βάπτισαι,βαπτίζω,aorist,middle,imperative,second person,—,—,singular,Acts 22:16,καὶ νῦν τί μέλλεις; ἀναστὰς,καὶ ἀπόλουσαι τὰς ἁμαρτίας σου ἐπικαλεσάμενος τὸ ὄνομα αὐτοῦ.
ἐβαπτίσθημεν,βαπτίζω,aorist,passive,indicative,first person,—,—,plural,Romans 6:3,"ἢ ἀγνοεῖτε ὅτι, ὅσοι","εἰς Χριστὸν Ἰησοῦν, εἰς τὸν θάνατον αὐτοῦ ἐβαπτίσθημεν;"
ἐβαπτίσθημεν,βαπτίζω,aorist,passive,indicative,first person,—,—,plural,Romans 6:3,"ἢ ἀγνοεῖτε ὅτι, ὅσοι ἐβαπτίσθημεν εἰς Χριστὸν Ἰησοῦν, εἰς τὸν θάνατον αὐτοῦ",;
ἐβαπτίσθητε,βαπτίζω,aorist,passive,indicative,second person,—,—,plural,1 Corinthians 1:13,"μεμέρισται ὁ Χριστός; μὴ Παῦλος ἐσταυρώθη ὑπὲρ ὑμῶν, ἢ εἰς τὸ ὄνομα Παύλου",;
ἐβάπτισα,βαπτίζω,aorist,active,indicative,first person,—,—,singular,1 Corinthians 1:14,εὐχαριστῶ [τῷ θεῷ] ὅτι οὐδένα ὑμῶν,"εἰ μὴ Κρίσπον καὶ Γάϊον,"
ἐβαπτίσθητε,βαπτίζω,aorist,passive,indicative,second person,—,—,plural,1 Corinthians 1:15,ἵνα μή τις εἴπῃ ὅτι εἰς τὸ ἐμὸν ὄνομα,.
ἐβάπτισα,βαπτίζω,aorist,active,indicative,first person,—,—,singular,1 Corinthians 1:16,—,"δὲ καὶ τὸν Στεφανᾶ οἶκον, λοιπὸν οὐκ οἶδα εἴ τινα ἄλλον ἐβάπτισα."
ἐβάπτισα,βαπτίζω,aorist,active,indicative,first person,—,—,singular,1 Corinthians 1:16,"ἐβάπτισα δὲ καὶ τὸν Στεφανᾶ οἶκον, λοιπὸν οὐκ οἶδα εἴ τινα ἄλλον",.
βαπτίζειν,βαπτίζω,present,active,infinitive,—,—,—,—,1 Corinthians 1:17,οὐ γὰρ ἀπέστειλέν με  Χριστὸς,"ἀλλʼ εὐαγγελίζεσθαι, οὐκ ἐν σοφίᾳ λόγου, ἵνα μὴ κενωθῇ ὁ σταυρὸς τοῦ Χριστοῦ."
ἐβαπτίσθησαν,βαπτίζω,aorist,passive,indicative,third person,—,—,plural,1 Corinthians 10:2,καὶ πάντες εἰς τὸν Μωϋσῆν,ἐν τῇ νεφέλῃ καὶ ἐν τῇ θαλάσσῃ
ἐβαπτίσθημεν,βαπτίζω,aorist,passive,indicative,first person,—,—,plural,1 Corinthians 12:13,καὶ γὰρ ἐν ἑνὶ πνεύματι ἡμεῖς πάντες εἰς ἓν σῶμα,", εἴτε Ἰουδαῖοι εἴτε Ἕλληνες εἴτε δοῦλοι εἴτε ἐλεύθεροι, καὶ πάντες  ἓν πνεῦμα ἐποτίσθημεν."
βαπτιζόμενοι,βαπτίζω,present,passive,participle,—,masculine,nominative,plural,1 Corinthians 15:29,Ἐπεὶ τί ποιήσουσιν οἱ,"ὑπὲρ τῶν νεκρῶν; εἰ ὅλως νεκροὶ οὐκ ἐγείρονται, τί καὶ βαπτίζονται ὑπὲρ αὐτῶν;"
βαπτίζονται,βαπτίζω,present,passive,indicative,third person,—,—,plural,1 Corinthians 15:29,"Ἐπεὶ τί ποιήσουσιν οἱ βαπτιζόμενοι ὑπὲρ τῶν νεκρῶν; εἰ ὅλως νεκροὶ οὐκ ἐγείρονται, τί καὶ",ὑπὲρ αὐτῶν;
ἐβαπτίσθητε,βαπτίζω,aorist,passive,indicative,second person,—,—,plural,Galatians 3:27,ὅσοι γὰρ εἰς Χριστὸν,", Χριστὸν ἐνεδύσασθε."
