Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
λόγων,λόγος,—,—,—,—,masculine,genitive,plural,Matthew 12:37,ἐκ γὰρ τῶν,σου δικαιωθήσῃ καὶ ἐκ τῶν λόγων σου καταδικασθήσῃ.
λόγων,λόγος,—,—,—,—,masculine,genitive,plural,Matthew 12:37,ἐκ γὰρ τῶν λόγων σου δικαιωθήσῃ καὶ ἐκ τῶν,σου καταδικασθήσῃ.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 13:19,παντὸς ἀκούοντος τὸν,τῆς βασιλείας καὶ μὴ συνιέντος ἔρχεται ὁ πονηρὸς καὶ ἁρπάζει τὸ ἐσπαρμένον ἐν
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 13:20,"ὁ δὲ ἐπὶ τὰ πετρώδη σπαρείς, οὗτός ἐστιν ὁ τὸν","ἀκούων καὶ εὐθὺς μετὰ χαρᾶς λαμβάνων αὐτόν,"
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 13:21,"οὐκ ἔχει δὲ ῥίζαν ἐν ἑαυτῷ ἀλλὰ πρόσκαιρός ἐστιν, γενομένης δὲ θλίψεως ἢ διωγμοῦ διὰ τὸν",εὐθὺς σκανδαλίζεται.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 13:22,"ὁ δὲ εἰς τὰς ἀκάνθας σπαρείς, οὗτός ἐστιν ὁ τὸν","ἀκούων, καὶ ἡ μέριμνα τοῦ αἰῶνος  καὶ ἡ ἀπάτη τοῦ πλούτου συμπνίγει τὸν λόγον καὶ ἄκαρπος γίνεται."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 13:22,καὶ ἡ μέριμνα τοῦ αἰῶνος  καὶ ἡ ἀπάτη τοῦ πλούτου συμπνίγει τὸν,καὶ ἄκαρπος γίνεται.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 13:23,"ὁ δὲ ἐπὶ τὴν καλὴν γῆν σπαρείς, οὗτός ἐστιν ὁ τὸν","ἀκούων καὶ συνιείς, ὃς δὴ καρποφορεῖ καὶ ποιεῖ ὃ μὲν ἑκατόν, ὃ δὲ ἑξήκοντα, ὃ δὲ τριάκοντα."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 15:6,οὐ μὴ τιμήσει τὸν πατέρα αὐτοῦ · καὶ ἠκυρώσατε τὸν,τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 15:12,Τότε προσελθόντες οἱ μαθηταὶ  λέγουσιν αὐτῷ· οἶδας ὅτι οἱ Φαρισαῖοι ἀκούσαντες τὸν,ἐσκανδαλίσθησαν;
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 15:23,ὁ δὲ οὐκ ἀπεκρίθη αὐτῇ,". καὶ προσελθόντες οἱ μαθηταὶ αὐτοῦ ἠρώτουν αὐτὸν λέγοντες· ἀπόλυσον αὐτήν, ὅτι κράζει ὄπισθεν ἡμῶν."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 18:23,"Διὰ τοῦτο ὡμοιώθη ἡ βασιλεία τῶν οὐρανῶν ἀνθρώπῳ βασιλεῖ, ὃς ἠθέλησεν συνᾶραι",μετὰ τῶν δούλων αὐτοῦ.
λόγους,λόγος,—,—,—,—,masculine,accusative,plural,Matthew 19:1,Καὶ ἐγένετο ὅτε ἐτέλεσεν ὁ Ἰησοῦς τοὺς,"τούτους, μετῆρεν ἀπὸ τῆς Γαλιλαίας καὶ ἦλθεν εἰς τὰ ὅρια τῆς Ἰουδαίας πέραν τοῦ Ἰορδάνου."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 19:11,ὁ δὲ εἶπεν αὐτοῖς· οὐ πάντες χωροῦσιν τὸν,[τοῦτον] ἀλλʼ οἷς δέδοται.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 19:22,ἀκούσας δὲ ὁ νεανίσκος τὸν,ἀπῆλθεν λυπούμενος· ἦν γὰρ ἔχων κτήματα πολλά.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 21:24,ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· ἐρωτήσω ὑμᾶς κἀγὼ,"ἕνα, ὃν ἐὰν εἴπητέ μοι κἀγὼ ὑμῖν ἐρῶ ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·"
λόγῳ,λόγος,—,—,—,—,masculine,dative,singular,Matthew 22:15,Τότε πορευθέντες οἱ Φαρισαῖοι συμβούλιον ἔλαβον ὅπως αὐτὸν παγιδεύσωσιν ἐν,.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 22:46,καὶ οὐδεὶς ἐδύνατο ἀποκριθῆναι αὐτῷ,οὐδὲ ἐτόλμησέν τις ἀπʼ ἐκείνης τῆς ἡμέρας ἐπερωτῆσαι αὐτὸν οὐκέτι.
λόγοι,λόγος,—,—,—,—,masculine,nominative,plural,Matthew 24:35,"Ὁ οὐρανὸς καὶ ἡ γῆ παρελεύσεται, οἱ δὲ",μου οὐ μὴ παρέλθωσιν.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 25:19,Μετὰ δὲ πολὺν χρόνον ἔρχεται ὁ κύριος τῶν δούλων ἐκείνων καὶ συναίρει,μετʼ αὐτῶν.
λόγους,λόγος,—,—,—,—,masculine,accusative,plural,Matthew 26:1,Καὶ ἐγένετο ὅτε ἐτέλεσεν ὁ Ἰησοῦς πάντας τοὺς,"τούτους, εἶπεν τοῖς μαθηταῖς αὐτοῦ·"
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Matthew 26:44,Καὶ ἀφεὶς αὐτοὺς πάλιν ἀπελθὼν προσηύξατο ἐκ τρίτου τὸν αὐτὸν,εἰπὼν πάλιν.
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,Matthew 28:15,οἱ δὲ λαβόντες τὰ ἀργύρια ἐποίησαν ὡς ἐδιδάχθησαν. καὶ διεφημίσθη ὁ,οὗτος παρὰ Ἰουδαίοις μέχρι τῆς σήμερον [ἡμέρας].
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 1:45,Ὁ δὲ ἐξελθὼν ἤρξατο κηρύσσειν πολλὰ καὶ διαφημίζειν τὸν,", ὥστε μηκέτι αὐτὸν δύνασθαι φανερῶς εἰς πόλιν εἰσελθεῖν, ἀλλʼ ἔξω ἐπʼ ἐρήμοις τόποις"
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 2:2,"καὶ  συνήχθησαν πολλοὶ ὥστε μηκέτι χωρεῖν μηδὲ τὰ πρὸς τὴν θύραν, καὶ ἐλάλει αὐτοῖς τὸν",.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 4:14,ὁ σπείρων τὸν,σπείρει.
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,Mark 4:15,οὗτοι δέ εἰσιν οἱ παρὰ τὴν ὁδόν· ὅπου σπείρεται ὁ,"καὶ ὅταν ἀκούσωσιν, εὐθὺς ἔρχεται ὁ σατανᾶς καὶ αἴρει τὸν λόγον τὸν ἐσπαρμένον εἰς αὐτούς."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 4:15,"ὁ λόγος καὶ ὅταν ἀκούσωσιν, εὐθὺς ἔρχεται ὁ σατανᾶς καὶ αἴρει τὸν",τὸν ἐσπαρμένον εἰς αὐτούς.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 4:16,"καὶ οὗτοί εἰσιν οἱ ἐπὶ τὰ πετρώδη σπειρόμενοι, οἳ ὅταν ἀκούσωσιν τὸν","εὐθὺς μετὰ χαρᾶς λαμβάνουσιν αὐτόν,"
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 4:17,"καὶ οὐκ ἔχουσιν ῥίζαν ἐν ἑαυτοῖς ἀλλὰ πρόσκαιροί εἰσιν, εἶτα γενομένης θλίψεως ἢ διωγμοῦ διὰ τὸν",εὐθὺς σκανδαλίζονται.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 4:18,καὶ ἄλλοι εἰσὶν οἱ εἰς τὰς ἀκάνθας σπειρόμενοι· οὗτοί εἰσιν οἱ τὸν,"ἀκούσαντες,"
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 4:19,ἀπάτη τοῦ πλούτου καὶ αἱ περὶ τὰ λοιπὰ ἐπιθυμίαι εἰσπορευόμεναι συμπνίγουσιν τὸν,καὶ ἄκαρπος γίνεται.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 4:20,"καὶ ἐκεῖνοί εἰσιν οἱ ἐπὶ τὴν γῆν τὴν καλὴν σπαρέντες, οἵτινες ἀκούουσιν τὸν",καὶ παραδέχονται καὶ καρποφοροῦσιν ἓν τριάκοντα καὶ ἓν ἑξήκοντα καὶ ἓν ἑκατόν.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 4:33,Καὶ τοιαύταις παραβολαῖς πολλαῖς ἐλάλει αὐτοῖς τὸν,καθὼς ἠδύναντο ἀκούειν·
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 5:36,ὁ δὲ Ἰησοῦς παρακούσας τὸν,"λαλούμενον λέγει τῷ ἀρχισυναγώγῳ· μὴ φοβοῦ, μόνον πίστευε."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 7:13,ἀκυροῦντες τὸν,τοῦ θεοῦ τῇ παραδόσει ὑμῶν  ᾗ παρεδώκατε· καὶ παρόμοια τοιαῦτα πολλὰ ποιεῖτε.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 7:29,καὶ εἶπεν αὐτῇ· διὰ τοῦτον τὸν,"ὕπαγε, ἐξελήλυθεν ἐκ τῆς θυγατρός σου τὸ δαιμόνιον."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 8:32,καὶ παρρησίᾳ τὸν,ἐλάλει. καὶ προσλαβόμενος ὁ Πέτρος αὐτὸν ἤρξατο ἐπιτιμᾶν αὐτῷ.
λόγους,λόγος,—,—,—,—,masculine,accusative,plural,Mark 8:38,ὃς γὰρ ἐὰν ἐπαισχυνθῇ με καὶ τοὺς ἐμοὺς,"ἐν τῇ γενεᾷ ταύτῃ τῇ μοιχαλίδι καὶ ἁμαρτωλῷ, καὶ ὁ υἱὸς τοῦ ἀνθρώπου"
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 9:10,καὶ τὸν,ἐκράτησαν πρὸς ἑαυτοὺς συζητοῦντες τί ἐστιν τὸ ἐκ νεκρῶν ἀναστῆναι.
λόγῳ,λόγος,—,—,—,—,masculine,dative,singular,Mark 10:22,ὁ δὲ στυγνάσας ἐπὶ τῷ,ἀπῆλθεν λυπούμενος· ἦν γὰρ ἔχων κτήματα πολλά.
λόγοις,λόγος,—,—,—,—,masculine,dative,plural,Mark 10:24,Οἱ δὲ μαθηταὶ ἐθαμβοῦντο ἐπὶ τοῖς,"αὐτοῦ. ὁ δὲ Ἰησοῦς πάλιν ἀποκριθεὶς λέγει αὐτοῖς· τέκνα, πῶς δύσκολόν ἐστιν  εἰς"
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 11:29,Ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς· ἐπερωτήσω ὑμᾶς ἕνα,", καὶ ἀποκρίθητέ μοι καὶ ἐρῶ ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·"
λόγῳ,λόγος,—,—,—,—,masculine,dative,singular,Mark 12:13,Καὶ ἀποστέλλουσιν πρὸς αὐτόν τινας τῶν Φαρισαίων καὶ τῶν Ἡρῳδιανῶν ἵνα αὐτὸν ἀγρεύσωσιν,.
λόγοι,λόγος,—,—,—,—,masculine,nominative,plural,Mark 13:31,"ὁ οὐρανὸς καὶ ἡ γῆ παρελεύσονται, οἱ δὲ",μου οὐ μὴ παρελεύσονται.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 14:39,Καὶ πάλιν ἀπελθὼν προσηύξατο τὸν αὐτὸν,εἰπών.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Mark 16:20,"ἐκεῖνοι δὲ ἐξελθόντες ἐκήρυξαν πανταχοῦ, τοῦ κυρίου συνεργοῦντος καὶ τὸν",βεβαιοῦντος διὰ τῶν ἐπακολουθούντων σημείων.
λόγου,λόγος,—,—,—,—,masculine,genitive,singular,Luke 1:2,καθὼς παρέδοσαν ἡμῖν οἱ ἀπʼ ἀρχῆς αὐτόπται καὶ ὑπηρέται γενόμενοι τοῦ,","
λόγων,λόγος,—,—,—,—,masculine,genitive,plural,Luke 1:4,ἵνα ἐπιγνῷς περὶ ὧν κατηχήθης,τὴν ἀσφάλειαν.
λόγοις,λόγος,—,—,—,—,masculine,dative,plural,Luke 1:20,"καὶ ἰδοὺ ἔσῃ σιωπῶν καὶ μὴ δυνάμενος λαλῆσαι ἄχρι ἧς ἡμέρας γένηται ταῦτα, ἀνθʼ ὧν οὐκ ἐπίστευσας τοῖς","μου, οἵτινες πληρωθήσονται εἰς τὸν καιρὸν αὐτῶν."
λόγῳ,λόγος,—,—,—,—,masculine,dative,singular,Luke 1:29,ἡ δὲ  ἐπὶ τῷ,διεταράχθη καὶ διελογίζετο  ποταπὸς εἴη ὁ ἀσπασμὸς οὗτος.
λόγων,λόγος,—,—,—,—,masculine,genitive,plural,Luke 3:4,ὡς γέγραπται ἐν βίβλῳ,"Ἠσαΐου τοῦ προφήτου·           φωνὴ βοῶντος ἐν τῇ ἐρήμῳ·        ἑτοιμάσατε τὴν ὁδὸν κυρίου,           εὐθείας ποιεῖτε τὰς τρίβους αὐτοῦ·"
λόγοις,λόγος,—,—,—,—,masculine,dative,plural,Luke 4:22,Καὶ πάντες ἐμαρτύρουν αὐτῷ καὶ ἐθαύμαζον ἐπὶ τοῖς,τῆς χάριτος τοῖς ἐκπορευομένοις ἐκ τοῦ στόματος αὐτοῦ καὶ ἔλεγον· οὐχὶ υἱός ἐστιν Ἰωσὴφ οὗτος;
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,Luke 4:32,"καὶ ἐξεπλήσσοντο ἐπὶ τῇ διδαχῇ αὐτοῦ, ὅτι ἐν ἐξουσίᾳ ἦν ὁ",αὐτοῦ.
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,Luke 4:36,καὶ ἐγένετο θάμβος  ἐπὶ πάντας καὶ συνελάλουν πρὸς ἀλλήλους λέγοντες· τίς ὁ,οὗτος ὅτι ἐν ἐξουσίᾳ καὶ δυνάμει ἐπιτάσσει τοῖς ἀκαθάρτοις πνεύμασιν καὶ ἐξέρχονται;
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 5:1,Ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ καὶ ἀκούειν τὸν,τοῦ θεοῦ καὶ αὐτὸς ἦν ἑστὼς παρὰ τὴν λίμνην Γεννησαρὲτ
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,Luke 5:15,διήρχετο δὲ μᾶλλον ὁ,"περὶ αὐτοῦ, καὶ συνήρχοντο ὄχλοι πολλοὶ ἀκούειν καὶ θεραπεύεσθαι  ἀπὸ τῶν ἀσθενειῶν αὐτῶν·"
λόγων,λόγος,—,—,—,—,masculine,genitive,plural,Luke 6:47,Πᾶς ὁ ἐρχόμενος πρός με καὶ ἀκούων μου τῶν,"καὶ ποιῶν αὐτούς, ὑποδείξω ὑμῖν τίνι ἐστὶν ὅμοιος·"
λόγῳ,λόγος,—,—,—,—,masculine,dative,singular,Luke 7:7,διὸ οὐδὲ ἐμαυτὸν ἠξίωσα πρὸς σὲ ἐλθεῖν· ἀλλʼ εἰπὲ,", καὶ ἰαθήτω ὁ παῖς μου."
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,Luke 7:17,καὶ ἐξῆλθεν ὁ,οὗτος ἐν ὅλῃ τῇ Ἰουδαίᾳ περὶ αὐτοῦ καὶ πάσῃ τῇ περιχώρῳ.
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,Luke 8:11,Ἔστιν δὲ αὕτη ἡ παραβολή· ὁ σπόρος ἐστὶν ὁ,τοῦ θεοῦ.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 8:12,"οἱ δὲ παρὰ τὴν ὁδόν εἰσιν οἱ ἀκούσαντες, εἶτα ἔρχεται ὁ διάβολος καὶ αἴρει τὸν","ἀπὸ τῆς καρδίας αὐτῶν, ἵνα μὴ πιστεύσαντες σωθῶσιν."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 8:13,οἱ δὲ ἐπὶ τῆς πέτρας οἳ ὅταν ἀκούσωσιν μετὰ χαρᾶς δέχονται τὸν,", καὶ οὗτοι ῥίζαν οὐκ ἔχουσιν, οἳ πρὸς καιρὸν πιστεύουσιν καὶ ἐν καιρῷ πειρασμοῦ ἀφίστανται."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 8:15,"τὸ δὲ ἐν τῇ καλῇ γῇ, οὗτοί εἰσιν οἵτινες ἐν καρδίᾳ καλῇ καὶ ἀγαθῇ ἀκούσαντες τὸν",κατέχουσιν καὶ καρποφοροῦσιν ἐν ὑπομονῇ.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 8:21,ὁ δὲ ἀποκριθεὶς εἶπεν πρὸς αὐτούς· μήτηρ μου καὶ ἀδελφοί μου οὗτοί εἰσιν οἱ τὸν,τοῦ θεοῦ ἀκούοντες καὶ ποιοῦντες.
λόγους,λόγος,—,—,—,—,masculine,accusative,plural,Luke 9:26,ὃς γὰρ ἂν ἐπαισχυνθῇ με καὶ τοὺς ἐμοὺς,", τοῦτον ὁ υἱὸς τοῦ ἀνθρώπου ἐπαισχυνθήσεται, ὅταν ἔλθῃ ἐν τῇ δόξῃ αὐτοῦ καὶ"
λόγους,λόγος,—,—,—,—,masculine,accusative,plural,Luke 9:28,Ἐγένετο δὲ μετὰ τοὺς,τούτους ὡσεὶ ἡμέραι ὀκτὼ [καὶ] παραλαβὼν Πέτρον καὶ Ἰωάννην καὶ Ἰάκωβον  ἀνέβη εἰς τὸ ὄρος προσεύξασθαι.
λόγους,λόγος,—,—,—,—,masculine,accusative,plural,Luke 9:44,θέσθε ὑμεῖς εἰς τὰ ὦτα ὑμῶν τοὺς,τούτους· ὁ γὰρ υἱὸς τοῦ ἀνθρώπου μέλλει παραδίδοσθαι εἰς χεῖρας ἀνθρώπων.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 10:39,"καὶ τῇδε ἦν ἀδελφὴ καλουμένη Μαριάμ, [ἣ] καὶ παρακαθεσθεῖσα πρὸς τοὺς πόδας τοῦ κυρίου ἤκουεν τὸν",αὐτοῦ.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 11:28,αὐτὸς δὲ εἶπεν· μενοῦν μακάριοι οἱ ἀκούοντες τὸν,τοῦ θεοῦ καὶ φυλάσσοντες.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 12:10,Καὶ πᾶς ὃς ἐρεῖ,"εἰς τὸν υἱὸν τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ· τῷ δὲ εἰς τὸ ἅγιον πνεῦμα βλασφημήσαντι οὐκ ἀφεθήσεται."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 16:2,καὶ φωνήσας αὐτὸν εἶπεν αὐτῷ· τί τοῦτο ἀκούω περὶ σοῦ; ἀπόδος τὸν,"τῆς οἰκονομίας σου, οὐ γὰρ δύνῃ ἔτι οἰκονομεῖν."
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,Luke 20:3,ἀποκριθεὶς δὲ εἶπεν πρὸς αὐτούς· ἐρωτήσω ὑμᾶς κἀγὼ,", καὶ εἴπατέ μοι·"
λόγου,λόγος,—,—,—,—,masculine,genitive,singular,Luke 20:20,"Καὶ παρατηρήσαντες ἀπέστειλαν ἐγκαθέτους ὑποκρινομένους ἑαυτοὺς δικαίους εἶναι, ἵνα ἐπιλάβωνται αὐτοῦ",", ὥστε παραδοῦναι αὐτὸν τῇ ἀρχῇ καὶ τῇ ἐξουσίᾳ τοῦ ἡγεμόνος."
λόγοι,λόγος,—,—,—,—,masculine,nominative,plural,Luke 21:33,"ὁ οὐρανὸς καὶ ἡ γῆ παρελεύσονται, οἱ δὲ",μου οὐ μὴ παρελεύσονται.
λόγοις,λόγος,—,—,—,—,masculine,dative,plural,Luke 23:9,ἐπηρώτα δὲ αὐτὸν ἐν,"ἱκανοῖς, αὐτὸς δὲ οὐδὲν ἀπεκρίνατο αὐτῷ."
λόγοι,λόγος,—,—,—,—,masculine,nominative,plural,Luke 24:17,εἶπεν δὲ πρὸς αὐτούς· τίνες οἱ,οὗτοι οὓς ἀντιβάλλετε πρὸς ἀλλήλους περιπατοῦντες; καὶ ἐστάθησαν σκυθρωποί.
λόγῳ,λόγος,—,—,—,—,masculine,dative,singular,Luke 24:19,"περὶ Ἰησοῦ τοῦ Ναζαρηνοῦ, ὃς ἐγένετο ἀνὴρ προφήτης δυνατὸς ἐν ἔργῳ καὶ","ἐναντίον τοῦ θεοῦ καὶ παντὸς τοῦ λαοῦ,"
λόγοι,λόγος,—,—,—,—,masculine,nominative,plural,Luke 24:44,Εἶπεν δὲ πρὸς αὐτούς· οὗτοι οἱ,"μου οὓς ἐλάλησα πρὸς ὑμᾶς ἔτι ὢν σὺν ὑμῖν, ὅτι δεῖ πληρωθῆναι πάντα"
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,John 1:1,Ἐν ἀρχῇ ἦν ὁ,", καὶ ὁ λόγος ἦν πρὸς τὸν θεόν, καὶ θεὸς ἦν ὁ λόγος."
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,John 1:1,"Ἐν ἀρχῇ ἦν ὁ λόγος, καὶ ὁ","ἦν πρὸς τὸν θεόν, καὶ θεὸς ἦν ὁ λόγος."
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,John 1:1,"Ἐν ἀρχῇ ἦν ὁ λόγος, καὶ ὁ λόγος ἦν πρὸς τὸν θεόν, καὶ θεὸς ἦν ὁ",.
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,John 1:14,Καὶ ὁ,"σὰρξ ἐγένετο καὶ ἐσκήνωσεν ἐν ἡμῖν, καὶ ἐθεασάμεθα τὴν δόξαν αὐτοῦ, δόξαν ὡς"
λόγῳ,λόγος,—,—,—,—,masculine,dative,singular,John 2:22,"ὅτε οὖν ἠγέρθη ἐκ νεκρῶν, ἐμνήσθησαν οἱ μαθηταὶ αὐτοῦ ὅτι τοῦτο ἔλεγεν, καὶ ἐπίστευσαν τῇ γραφῇ καὶ τῷ",ὃν εἶπεν ὁ Ἰησοῦς.
λόγος,λόγος,—,—,—,—,masculine,nominative,singular,John 4:37,ἐν γὰρ τούτῳ ὁ,ἐστὶν  ἀληθινὸς ὅτι ἄλλος ἐστὶν ὁ σπείρων καὶ ἄλλος ὁ θερίζων.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,John 4:39,Ἐκ δὲ τῆς πόλεως ἐκείνης πολλοὶ ἐπίστευσαν εἰς αὐτὸν τῶν Σαμαριτῶν διὰ τὸν,τῆς γυναικὸς μαρτυρούσης ὅτι εἶπέν μοι πάντα ἃ ἐποίησα.
λόγον,λόγος,—,—,—,—,masculine,accusative,singular,John 4:41,καὶ πολλῷ πλείους ἐπίστευσαν διὰ τὸν,"αὐτοῦ,"
λόγῳ,λόγος,—,—,—,—,masculine,dative,singular,John 4:50,"λέγει αὐτῷ ὁ Ἰησοῦς· πορεύου, ὁ υἱός σου ζῇ. Ἐπίστευσεν ὁ ἄνθρωπος τῷ",ὃν εἶπεν αὐτῷ ὁ Ἰησοῦς καὶ ἐπορεύετο.
