Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
θεὸς,θεός,—,—,—,—,masculine,nominative,singular,Mark 12:26,θεὸς λέγων· ἐγὼ ὁ θεὸς Ἀβραὰμ καὶ [ὁ] θεὸς Ἰσαὰκ καὶ [ὁ],Ἰακώβ;
θεὸς,θεός,—,—,—,—,masculine,nominative,singular,Mark 12:27,οὐκ ἔστιν,νεκρῶν ἀλλὰ  ζώντων·  πολὺ πλανᾶσθε.
θεὸς,θεός,—,—,—,—,masculine,nominative,singular,Mark 12:29,"ἀπεκρίθη ὁ Ἰησοῦς ὅτι πρώτη ἐστίν·  ἄκουε, Ἰσραήλ, κύριος ὁ","ἡμῶν κύριος εἷς ἐστιν,"
θεόν,θεός,—,—,—,—,masculine,accusative,singular,Mark 12:30,καὶ ἀγαπήσεις κύριον τὸν,σου ἐξ ὅλης τῆς καρδίας σου καὶ ἐξ ὅλης τῆς ψυχῆς σου καὶ
θεοῦ,θεός,—,—,—,—,masculine,genitive,singular,Mark 12:34,καὶ ὁ Ἰησοῦς ἰδὼν [αὐτὸν] ὅτι νουνεχῶς ἀπεκρίθη εἶπεν αὐτῷ· οὐ μακρὰν εἶ ἀπὸ τῆς βασιλείας τοῦ,. Καὶ οὐδεὶς οὐκέτι ἐτόλμα αὐτὸν ἐπερωτῆσαι.
θεὸς,θεός,—,—,—,—,masculine,nominative,singular,Mark 13:19,ἔσονται γὰρ αἱ ἡμέραι ἐκεῖναι θλῖψις οἵα οὐ γέγονεν τοιαύτη ἀπʼ ἀρχῆς κτίσεως ἣν ἔκτισεν ὁ,ἕως τοῦ νῦν καὶ οὐ μὴ γένηται.
θεοῦ,θεός,—,—,—,—,masculine,genitive,singular,Mark 14:25,ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω καινὸν ἐν τῇ βασιλείᾳ τοῦ,.
θεός,θεός,—,—,—,—,masculine,nominative,singular,Mark 15:34,καὶ τῇ ἐνάτῃ ὥρᾳ ἐβόησεν ὁ Ἰησοῦς φωνῇ μεγάλῃ·        ελωι ελωι λεμα σαβαχθανι;  ὅ ἐστιν μεθερμηνευόμενον· ὁ,"μου ὁ θεός μου, εἰς τί ἐγκατέλιπές με;"
θεός,θεός,—,—,—,—,masculine,nominative,singular,Mark 15:34,μεγάλῃ·        ελωι ελωι λεμα σαβαχθανι;  ὅ ἐστιν μεθερμηνευόμενον· ὁ θεός μου ὁ,"μου, εἰς τί ἐγκατέλιπές με;"
θεοῦ,θεός,—,—,—,—,masculine,genitive,singular,Mark 15:39,Ἰδὼν δὲ ὁ κεντυρίων ὁ παρεστηκὼς ἐξ ἐναντίας αὐτοῦ ὅτι οὕτως ἐξέπνευσεν εἶπεν· ἀληθῶς οὗτος ὁ ἄνθρωπος υἱὸς,ἦν.
θεοῦ,θεός,—,—,—,—,masculine,genitive,singular,Mark 15:43,"ἐλθὼν Ἰωσὴφ [ὁ] ἀπὸ Ἁριμαθαίας εὐσχήμων βουλευτής, ὃς καὶ αὐτὸς ἦν προσδεχόμενος τὴν βασιλείαν τοῦ",", τολμήσας εἰσῆλθεν πρὸς τὸν Πιλᾶτον καὶ ᾐτήσατο τὸ σῶμα τοῦ Ἰησοῦ."
