Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,Mark 6:14,Καὶ,"ὁ βασιλεὺς Ἡρῴδης, φανερὸν γὰρ ἐγένετο τὸ ὄνομα αὐτοῦ, καὶ ἔλεγον ὅτι Ἰωάννης"
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,Luke 1:41,καὶ ἐγένετο ὡς,"τὸν ἀσπασμὸν τῆς Μαρίας ἡ Ἐλισάβετ, ἐσκίρτησεν  τὸ βρέφος ἐν τῇ κοιλίᾳ αὐτῆς"
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,Luke 15:25,"Ἦν δὲ ὁ υἱὸς αὐτοῦ ὁ πρεσβύτερος ἐν ἀγρῷ· καὶ ὡς ἐρχόμενος ἤγγισεν τῇ οἰκίᾳ,","συμφωνίας καὶ χορῶν,"
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,John 3:32,ὃ ἑώρακεν καὶ,"τοῦτο μαρτυρεῖ, καὶ τὴν μαρτυρίαν αὐτοῦ οὐδεὶς λαμβάνει."
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,John 11:6,Ὡς οὖν,"ὅτι ἀσθενεῖ, τότε μὲν ἔμεινεν ἐν ᾧ ἦν τόπῳ δύο ἡμέρας,"
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,John 11:20,Ἡ οὖν Μάρθα ὡς,ὅτι Ἰησοῦς ἔρχεται ὑπήντησεν αὐτῷ· Μαριὰμ δὲ ἐν τῷ οἴκῳ  ἐκαθέζετο.
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,John 11:29,ἐκείνη δὲ ὡς,ἠγέρθη ταχὺ καὶ ἤρχετο πρὸς αὐτόν.
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,John 19:8,Ὅτε οὖν,"ὁ Πιλᾶτος τοῦτον τὸν λόγον, μᾶλλον ἐφοβήθη,"
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,Acts 8:30,προσδραμὼν δὲ ὁ Φίλιππος,αὐτοῦ ἀναγινώσκοντος Ἠσαΐαν τὸν προφήτην καὶ εἶπεν· ἆρά γε γινώσκεις ἃ ἀναγινώσκεις;
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,Acts 9:4,καὶ πεσὼν ἐπὶ τὴν γῆν,"φωνὴν λέγουσαν αὐτῷ· Σαοὺλ Σαούλ, τί με διώκεις;"
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,Acts 14:9,οὗτος,"τοῦ Παύλου λαλοῦντος · ὃς ἀτενίσας αὐτῷ καὶ ἰδὼν ὅτι ἔχει πίστιν τοῦ σωθῆναι,"
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,Acts 24:24,Μετὰ δὲ ἡμέρας τινὰς παραγενόμενος ὁ Φῆλιξ σὺν Δρουσίλλῃ τῇ ἰδίᾳ γυναικὶ οὔσῃ Ἰουδαίᾳ  μετεπέμψατο τὸν Παῦλον καὶ,αὐτοῦ περὶ τῆς εἰς Χριστὸν Ἰησοῦν πίστεως.
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,1 Corinthians 2:9,ἀλλὰ καθὼς γέγραπται·      ἃ ὀφθαλμὸς οὐκ εἶδεν καὶ οὖς οὐκ,"καὶ ἐπὶ καρδίαν ἀνθρώπου οὐκ ἀνέβη,      ἃ ἡτοίμασεν ὁ θεὸς τοῖς ἀγαπῶσιν αὐτόν."
ἤκουσεν,ἀκούω,aorist,active,indicative,third person,singular,2 Corinthians 12:4,ὅτι ἡρπάγη εἰς τὸν παράδεισον καὶ,ἄρρητα ῥήματα ἃ οὐκ ἐξὸν ἀνθρώπῳ λαλῆσαι.
ἤκουσας,ἀκούω,aorist,active,indicative,second person,singular,Acts 22:15,ὅτι ἔσῃ μάρτυς αὐτῷ πρὸς πάντας ἀνθρώπους ὧν ἑώρακας καὶ,.
ἤκουσας,ἀκούω,aorist,active,indicative,second person,singular,2 Timothy 1:13,Ὑποτύπωσιν ἔχε ὑγιαινόντων λόγων ὧν παρʼ ἐμοῦ,ἐν πίστει καὶ ἀγάπῃ τῇ ἐν Χριστῷ Ἰησοῦ·
ἤκουσας,ἀκούω,aorist,active,indicative,second person,singular,2 Timothy 2:2,καὶ ἃ,"παρʼ ἐμοῦ διὰ πολλῶν μαρτύρων, ταῦτα παράθου πιστοῖς ἀνθρώποις, οἵτινες ἱκανοὶ ἔσονται καὶ ἑτέρους διδάξαι."
ἤκουσας,ἀκούω,aorist,active,indicative,second person,singular,Revelation 3:3,μνημόνευε οὖν πῶς εἴληφας καὶ,"καὶ τήρει καὶ μετανόησον. ἐὰν οὖν μὴ γρηγορήσῃς, ἥξω  ὡς κλέπτης, καὶ οὐ"
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Matthew 13:15,"ἐπαχύνθη γὰρ ἡ καρδία τοῦ λαοῦ τούτου,           καὶ τοῖς ὠσὶν  βαρέως","καὶ τοὺς ὀφθαλμοὺς αὐτῶν ἐκάμμυσαν,        μήποτε ἴδωσιν τοῖς ὀφθαλμοῖς           καὶ τοῖς ὠσὶν ἀκούσωσιν"
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Matthew 13:17,"ἰδεῖν ἃ βλέπετε καὶ οὐκ εἶδαν, καὶ ἀκοῦσαι ἃ ἀκούετε καὶ οὐκ",.
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Mark 11:18,Καὶ,οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς καὶ ἐζήτουν πῶς αὐτὸν ἀπολέσωσιν· ἐφοβοῦντο γὰρ αὐτόν
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Luke 1:58,καὶ,οἱ περίοικοι καὶ οἱ συγγενεῖς αὐτῆς ὅτι ἐμεγάλυνεν κύριος τὸ ἔλεος αὐτοῦ μετʼ αὐτῆς καὶ συνέχαιρον αὐτῇ.
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Luke 2:20,καὶ ὑπέστρεψαν οἱ ποιμένες δοξάζοντες καὶ αἰνοῦντες τὸν θεὸν ἐπὶ πᾶσιν οἷς,καὶ εἶδον καθὼς ἐλαλήθη πρὸς αὐτούς.
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Luke 10:24,"ἃ ὑμεῖς βλέπετε καὶ οὐκ εἶδαν, καὶ ἀκοῦσαι  ἃ ἀκούετε καὶ οὐκ",.
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,John 1:37,καὶ,οἱ δύο μαθηταὶ αὐτοῦ λαλοῦντος καὶ ἠκολούθησαν τῷ Ἰησοῦ.
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,John 4:1,Ὡς οὖν ἔγνω ὁ Ἰησοῦς ὅτι,οἱ Φαρισαῖοι ὅτι Ἰησοῦς πλείονας μαθητὰς ποιεῖ καὶ βαπτίζει ἢ Ἰωάννης
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,John 7:32,—,"οἱ Φαρισαῖοι τοῦ ὄχλου γογγύζοντος περὶ αὐτοῦ ταῦτα,  καὶ ἀπέστειλαν οἱ ἀρχιερεῖς καὶ"
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,John 9:40,—,ἐκ τῶν Φαρισαίων ταῦτα οἱ μετʼ αὐτοῦ ὄντες καὶ εἶπον αὐτῷ· μὴ καὶ ἡμεῖς τυφλοί ἐσμεν;
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,John 10:8,"πάντες ὅσοι ἦλθον [πρὸ ἐμοῦ] κλέπται εἰσὶν καὶ λῃσταί, ἀλλʼ οὐκ",αὐτῶν τὰ πρόβατα.
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,John 12:18,"διὰ τοῦτο [καὶ] ὑπήντησεν αὐτῷ ὁ ὄχλος, ὅτι",τοῦτο αὐτὸν πεποιηκέναι τὸ σημεῖον.
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Acts 5:24,ὡς δὲ,"τοὺς λόγους τούτους ὅ τε  στρατηγὸς τοῦ ἱεροῦ καὶ οἱ ἀρχιερεῖς , διηπόρουν περὶ"
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Acts 22:9,οἱ δὲ σὺν ἐμοὶ ὄντες τὸ μὲν φῶς ἐθεάσαντο  τὴν δὲ φωνὴν οὐκ,τοῦ λαλοῦντός μοι.
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Acts 28:27,ἐπαχύνθη γὰρ ἡ καρδία τοῦ λαοῦ τούτου      καὶ τοῖς ὠσὶν βαρέως,καὶ τοὺς ὀφθαλμοὺς αὐτῶν ἐκάμμυσαν      μήποτε ἴδωσιν τοῖς ὀφθαλμοῖς        καὶ τοῖς ὠσὶν ἀκούσωσιν
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Romans 10:14,Πῶς οὖν ἐπικαλέσωνται εἰς ὃν οὐκ ἐπίστευσαν; πῶς δὲ πιστεύσωσιν οὗ οὐκ,; πῶς δὲ ἀκούσωσιν χωρὶς κηρύσσοντος;
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Romans 10:18,"ἀλλὰ λέγω, μὴ οὐκ",; μενοῦνγε·      εἰς πᾶσαν τὴν γῆν ἐξῆλθεν ὁ φθόγγος αὐτῶν        καὶ εἰς τὰ πέρατα
ἤκουσαν,ἀκούω,aorist,active,indicative,third person,plural,Revelation 11:12,καὶ,φωνῆς μεγάλης ἐκ τοῦ οὐρανοῦ λεγούσης αὐτοῖς· ἀνάβατε ὧδε. καὶ ἀνέβησαν εἰς τὸν
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,John 8:26,"πολλὰ ἔχω περὶ ὑμῶν λαλεῖν καὶ κρίνειν, ἀλλʼ ὁ πέμψας με ἀληθής ἐστιν, κἀγὼ ἃ",παρʼ αὐτοῦ ταῦτα λαλῶ εἰς τὸν κόσμον.
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,John 8:40,νῦν δὲ ζητεῖτέ με ἀποκτεῖναι ἄνθρωπον ὃς τὴν ἀλήθειαν ὑμῖν λελάληκα ἣν,παρὰ τοῦ θεοῦ· τοῦτο Ἀβραὰμ οὐκ ἐποίησεν.
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,John 15:15,"τί ποιεῖ αὐτοῦ ὁ κύριος· ὑμᾶς δὲ εἴρηκα φίλους, ὅτι πάντα ἃ",παρὰ τοῦ πατρός μου ἐγνώρισα ὑμῖν.
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Acts 7:34,ἰδὼν εἶδον τὴν κάκωσιν τοῦ λαοῦ μου τοῦ ἐν Αἰγύπτῳ καὶ τοῦ στεναγμοῦ αὐτῶν,", καὶ κατέβην ἐξελέσθαι αὐτούς· καὶ νῦν δεῦρο ἀποστείλω σε εἰς Αἴγυπτον."
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Acts 9:13,"ἀπεκρίθη δὲ Ἁνανίας· κύριε,",ἀπὸ πολλῶν περὶ τοῦ ἀνδρὸς τούτου ὅσα κακὰ τοῖς ἁγίοις σου ἐποίησεν ἐν Ἰερουσαλήμ·
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Acts 11:7,—,"δὲ καὶ φωνῆς λεγούσης μοι· ἀναστάς, Πέτρε, θῦσον καὶ φάγε."
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Acts 22:7,ἔπεσά τε εἰς τὸ ἔδαφος καὶ,"φωνῆς λεγούσης μοι· Σαοὺλ Σαούλ, τί με διώκεις;"
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Acts 26:14,πάντων τε καταπεσόντων ἡμῶν εἰς τὴν γῆν,"φωνὴν λέγουσαν πρός με τῇ Ἑβραΐδι διαλέκτῳ· Σαοὺλ Σαούλ, τί με διώκεις; σκληρόν σοι πρὸς κέντρα λακτίζειν."
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 1:10,ἐγενόμην ἐν πνεύματι ἐν τῇ κυριακῇ ἡμέρᾳ καὶ,ὀπίσω μου φωνὴν μεγάλην ὡς σάλπιγγος
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 4:1,"Μετὰ ταῦτα εἶδον, καὶ ἰδοὺ θύρα ἠνεῳγμένη ἐν τῷ οὐρανῷ, καὶ  ἡ φωνὴ ἡ πρώτη ἣν","ὡς σάλπιγγος λαλούσης μετʼ ἐμοῦ λέγων·  ἀνάβα ὧδε, καὶ δείξω σοι ἃ δεῖ γενέσθαι μετὰ ταῦτα."
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 5:11,"Καὶ εἶδον, καὶ","φωνὴν ἀγγέλων πολλῶν κύκλῳ τοῦ θρόνου καὶ τῶν ζῴων καὶ τῶν πρεσβυτέρων, καὶ"
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 5:13,ὑποκάτω τῆς γῆς καὶ ἐπὶ τῆς θαλάσσης  καὶ τὰ ἐν αὐτοῖς πάντα,λέγοντας·      τῷ καθημένῳ ἐπὶ τῷ θρόνῳ καὶ τῷ ἀρνίῳ        ἡ εὐλογία καὶ ἡ
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 6:1,"Καὶ εἶδον ὅτε ἤνοιξεν τὸ ἀρνίον μίαν ἐκ τῶν ἑπτὰ σφραγίδων, καὶ",ἑνὸς ἐκ τῶν τεσσάρων ζῴων λέγοντος ὡς φωνὴ βροντῆς· ἔρχου.
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 6:3,"Καὶ ὅτε ἤνοιξεν τὴν σφραγῖδα τὴν δευτέραν,",τοῦ δευτέρου ζῴου λέγοντος· ἔρχου.
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 6:5,"Καὶ ὅτε ἤνοιξεν τὴν σφραγῖδα τὴν τρίτην,","τοῦ τρίτου ζῴου λέγοντος· ἔρχου. καὶ εἶδον, καὶ ἰδοὺ ἵππος μέλας, καὶ ὁ"
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 6:6,καὶ,ὡς φωνὴν ἐν μέσῳ τῶν τεσσάρων ζῴων λέγουσαν· χοῖνιξ σίτου δηναρίου καὶ τρεῖς
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 6:7,"Καὶ ὅτε ἤνοιξεν τὴν σφραγῖδα τὴν τετάρτην,",φωνὴν τοῦ τετάρτου ζῴου λέγοντος· ἔρχου.
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 7:4,Καὶ,"τὸν ἀριθμὸν τῶν ἐσφραγισμένων, ἑκατὸν  τεσσεράκοντα τέσσαρες χιλιάδες, ἐσφραγισμένοι ἐκ πάσης φυλῆς υἱῶν Ἰσραήλ·"
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 8:13,"Καὶ εἶδον, καὶ",ἑνὸς ἀετοῦ πετομένου ἐν μεσουρανήματι λέγοντος φωνῇ μεγάλῃ· οὐαὶ οὐαὶ οὐαὶ τοὺς κατοικοῦντας
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 9:13,Καὶ ὁ ἕκτος ἄγγελος ἐσάλπισεν· καὶ,"φωνὴν μίαν ἐκ τῶν [τεσσάρων] κεράτων τοῦ θυσιαστηρίου τοῦ χρυσοῦ τοῦ ἐνώπιον τοῦ θεοῦ,"
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 9:16,"καὶ ὁ ἀριθμὸς τῶν στρατευμάτων τοῦ ἱππικοῦ δισμυριάδες μυριάδων,",τὸν ἀριθμὸν αὐτῶν.
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 10:4,"καὶ ὅτε ἐλάλησαν αἱ ἑπτὰ βρονταί, ἤμελλον γράφειν, καὶ","φωνὴν ἐκ τοῦ οὐρανοῦ λέγουσαν· σφράγισον ἃ ἐλάλησαν αἱ ἑπτὰ βρονταί, καὶ μὴ αὐτὰ γράψῃς."
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 10:8,Καὶ ἡ φωνὴ ἣν,ἐκ τοῦ οὐρανοῦ πάλιν λαλοῦσαν μετʼ ἐμοῦ καὶ λέγουσαν· ὕπαγε λάβε τὸ βιβλίον
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 12:10,καὶ,φωνὴν μεγάλην ἐν τῷ οὐρανῷ λέγουσαν·      ἄρτι ἐγένετο ἡ σωτηρία καὶ ἡ δύναμις
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 14:2,καὶ,φωνὴν  ἐκ τοῦ οὐρανοῦ ὡς φωνὴν ὑδάτων πολλῶν καὶ ὡς φωνὴν βροντῆς μεγάλης
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 14:2,"φωνὴν ὑδάτων πολλῶν καὶ ὡς φωνὴν βροντῆς μεγάλης, καὶ ἡ φωνὴ ἣν",ὡς  κιθαρῳδῶν κιθαριζόντων ἐν ταῖς κιθάραις αὐτῶν.
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 14:13,Καὶ,φωνῆς ἐκ τοῦ οὐρανοῦ λεγούσης· γράψον·      μακάριοι οἱ νεκροὶ οἱ ἐν κυρίῳ ἀποθνῄσκοντες
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 16:1,Καὶ,μεγάλης φωνῆς ἐκ τοῦ ναοῦ λεγούσης τοῖς ἑπτὰ ἀγγέλοις· ὑπάγετε καὶ ἐκχέετε τὰς
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 16:5,Καὶ,"τοῦ ἀγγέλου τῶν ὑδάτων λέγοντος·        δίκαιος εἶ, ὁ ὢν καὶ ὁ ἦν, ὁ ὅσιος,           ὅτι ταῦτα ἔκρινας,"
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 16:7,Καὶ,"τοῦ θυσιαστηρίου λέγοντος·        ναὶ κύριε ὁ θεὸς ὁ παντοκράτωρ,           ἀληθιναὶ καὶ δίκαιαι αἱ κρίσεις σου."
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 18:4,Καὶ,ἄλλην φωνὴν ἐκ τοῦ οὐρανοῦ λέγουσαν·       ἐξέλθατε ὁ λαός μου ἐξ αὐτῆς ἵνα
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 19:1,Μετὰ ταῦτα,ὡς φωνὴν μεγάλην ὄχλου πολλοῦ ἐν τῷ οὐρανῷ λεγόντων·      ἁλληλουϊά·      ἡ σωτηρία καὶ
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 19:6,Καὶ,ὡς φωνὴν ὄχλου πολλοῦ καὶ ὡς φωνὴν ὑδάτων πολλῶν καὶ ὡς φωνὴν βροντῶν
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 21:3,καὶ,φωνῆς μεγάλης ἐκ τοῦ θρόνου λεγούσης·      ἰδοὺ ἡ σκηνὴ τοῦ θεοῦ μετὰ τῶν
ἤκουσα,ἀκούω,aorist,active,indicative,first person,singular,Revelation 22:8,Κἀγὼ Ἰωάννης ὁ ἀκούων καὶ βλέπων ταῦτα. καὶ ὅτε,"καὶ ἔβλεψα, ἔπεσα προσκυνῆσαι ἔμπροσθεν τῶν ποδῶν τοῦ ἀγγέλου τοῦ δεικνύοντός μοι ταῦτα."
ἤκουσάς,ἀκούω,aorist,active,indicative,second person,singular,John 11:41,"ἦραν οὖν τὸν λίθον . ὁ δὲ Ἰησοῦς ἦρεν τοὺς ὀφθαλμοὺς  ἄνω καὶ εἶπεν· πάτερ, εὐχαριστῶ σοι ὅτι",μου.
ἤκουον,ἀκούω,imperfect,active,indicative,third person,plural,Mark 6:55,περιέδραμον ὅλην τὴν χώραν ἐκείνην καὶ ἤρξαντο ἐπὶ τοῖς κραβάττοις  τοὺς κακῶς ἔχοντας περιφέρειν ὅπου,ὅτι ἐστίν.
ἤκουον,ἀκούω,imperfect,active,indicative,third person,plural,Mark 11:14,καὶ ἀποκριθεὶς εἶπεν αὐτῇ· μηκέτι εἰς τὸν αἰῶνα ἐκ σοῦ μηδεὶς καρπὸν φάγοι. καὶ,οἱ μαθηταὶ αὐτοῦ.
ἤκουον,ἀκούω,imperfect,active,indicative,third person,plural,Acts 2:6,"γενομένης δὲ τῆς φωνῆς ταύτης συνῆλθεν τὸ πλῆθος καὶ συνεχύθη, ὅτι",εἷς ἕκαστος τῇ ἰδίᾳ διαλέκτῳ λαλούντων αὐτῶν.
ἤκουον,ἀκούω,imperfect,active,indicative,third person,plural,Acts 10:46,—,γὰρ αὐτῶν λαλούντων γλώσσαις καὶ μεγαλυνόντων τὸν θεόν. τότε ἀπεκρίθη  Πέτρος·
ἤκουον,ἀκούω,imperfect,active,indicative,third person,plural,Acts 15:12,Ἐσίγησεν δὲ πᾶν τὸ πλῆθος καὶ,Βαρναβᾶ καὶ Παύλου ἐξηγουμένων ὅσα ἐποίησεν ὁ θεὸς σημεῖα καὶ τέρατα ἐν τοῖς ἔθνεσιν διʼ αὐτῶν.
ἤκουεν,ἀκούω,imperfect,active,indicative,third person,singular,Mark 6:20,"ἅγιον, καὶ συνετήρει αὐτόν, καὶ ἀκούσας αὐτοῦ πολλὰ ἠπόρει, καὶ ἡδέως αὐτοῦ",.
ἤκουεν,ἀκούω,imperfect,active,indicative,third person,singular,Mark 12:37,"αὐτὸς  Δαυὶδ λέγει αὐτὸν κύριον, καὶ πόθεν αὐτοῦ ἐστιν υἱός;  Καὶ [ὁ] πολὺς ὄχλος",αὐτοῦ ἡδέως.
ἤκουεν,ἀκούω,imperfect,active,indicative,third person,singular,Luke 10:39,"καὶ τῇδε ἦν ἀδελφὴ καλουμένη Μαριάμ, [ἣ] καὶ παρακαθεσθεῖσα πρὸς τοὺς πόδας τοῦ κυρίου",τὸν λόγον αὐτοῦ.
ἤκουεν,ἀκούω,imperfect,active,indicative,third person,singular,Acts 16:14,"καί τις γυνὴ ὀνόματι Λυδία, πορφυρόπωλις πόλεως Θυατείρων σεβομένη τὸν θεόν,",", ἧς ὁ κύριος διήνοιξεν τὴν καρδίαν προσέχειν τοῖς λαλουμένοις ὑπὸ τοῦ Παύλου."
ἠκούσθη,ἀκούω,aorist,passive,indicative,third person,singular,Matthew 2:18,φωνὴ ἐν Ῥαμὰ,",            κλαυθμὸς καὶ ὀδυρμὸς πολύς        Ῥαχὴλ κλαίουσα τὰ τέκνα αὐτῆς,           καὶ οὐκ ἤθελεν παρακληθῆναι,        ὅτι οὐκ εἰσίν."
ἠκούσθη,ἀκούω,aorist,passive,indicative,third person,singular,Mark 2:1,Καὶ εἰσελθὼν πάλιν εἰς Καφαρναοὺμ διʼ ἡμερῶν,ὅτι ἐν οἴκῳ ἐστίν.
ἠκούσθη,ἀκούω,aorist,passive,indicative,third person,singular,John 9:32,ἐκ τοῦ αἰῶνος οὐκ,ὅτι ἠνέῳξέν τις ὀφθαλμοὺς τυφλοῦ γεγεννημένου·
ἠκούσατε,ἀκούω,aorist,active,indicative,second person,plural,Matthew 5:33,Πάλιν,"ὅτι ἐρρέθη τοῖς ἀρχαίοις· οὐκ ἐπιορκήσεις, ἀποδώσεις δὲ τῷ κυρίῳ τοὺς ὅρκους σου."
ἠκούσατε,ἀκούω,aorist,active,indicative,second person,plural,Matthew 26:65,Τότε ὁ ἀρχιερεὺς διέρρηξεν τὰ ἱμάτια αὐτοῦ λέγων ἐβλασφήμησεν·  τί ἔτι χρείαν ἔχομεν μαρτύρων; ἴδε νῦν,τὴν βλασφημίαν ·
ἠκούσατε,ἀκούω,aorist,active,indicative,second person,plural,Mark 14:64,—,τῆς βλασφημίας· τί ὑμῖν φαίνεται; οἱ δὲ πάντες κατέκριναν αὐτὸν ἔνοχον εἶναι θανάτου.
ἠκούσατε,ἀκούω,aorist,active,indicative,second person,plural,Luke 7:22,καὶ ἀποκριθεὶς εἶπεν αὐτοῖς· πορευθέντες ἀπαγγείλατε Ἰωάννῃ ἃ εἴδετε καὶ,"·        τυφλοὶ ἀναβλέπουσιν,  χωλοὶ περιπατοῦσιν,        λεπροὶ καθαρίζονται καὶ κωφοὶ ἀκούουσιν,        νεκροὶ ἐγείρονται, πτωχοὶ εὐαγγελίζονται·"
