Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
ἀχθῆναι,ἄγω,aorist,passive,infinitive,—,—,—,—,Luke 18:40,σταθεὶς δὲ ὁ Ἰησοῦς ἐκέλευσεν αὐτὸν,πρὸς αὐτόν. ἐγγίσαντος δὲ αὐτοῦ ἐπηρώτησεν αὐτόν·
ἀγάγετε,ἄγω,aorist,active,imperative,second person,—,—,plural,Luke 19:27,πλὴν τοὺς ἐχθρούς μου τούτους τοὺς μὴ θελήσαντάς με βασιλεῦσαι ἐπʼ αὐτοὺς,ὧδε καὶ κατασφάξατε αὐτοὺς ἔμπροσθέν μου.
ἀγάγετε,ἄγω,aorist,active,imperative,second person,—,—,plural,Luke 19:30,"εὑρήσετε πῶλον δεδεμένον, ἐφʼ ὃν οὐδεὶς πώποτε ἀνθρώπων ἐκάθισεν, καὶ λύσαντες αὐτὸν",.
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Luke 19:35,καὶ,αὐτὸν πρὸς τὸν Ἰησοῦν καὶ ἐπιρίψαντες αὐτῶν τὰ ἱμάτια ἐπὶ τὸν πῶλον ἐπεβίβασαν τὸν Ἰησοῦν.
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Luke 22:54,Συλλαβόντες δὲ αὐτὸν,καὶ εἰσήγαγον εἰς τὴν οἰκίαν τοῦ ἀρχιερέως· ὁ δὲ Πέτρος ἠκολούθει  μακρόθεν.
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Luke 23:1,Καὶ ἀναστὰν ἅπαν τὸ πλῆθος αὐτῶν,αὐτὸν ἐπὶ τὸν Πιλᾶτον.
Ἤγοντο,ἄγω,imperfect,passive,indicative,third person,—,—,plural,Luke 23:32,—,δὲ καὶ ἕτεροι κακοῦργοι δύο σὺν αὐτῷ  ἀναιρεθῆναι.
ἄγει,ἄγω,present,active,indicative,third person,—,—,singular,Luke 24:21,λυτροῦσθαι τὸν Ἰσραήλ· ἀλλά γε καὶ σὺν πᾶσιν τούτοις τρίτην ταύτην ἡμέραν,ἀφʼ οὗ ταῦτα ἐγένετο.
ἤγαγεν,ἄγω,aorist,active,indicative,third person,—,—,singular,John 1:42,—,αὐτὸν πρὸς τὸν Ἰησοῦν. ἐμβλέψας αὐτῷ ὁ Ἰησοῦς εἶπεν· σὺ εἶ Σίμων ὁ
ἠγάγετε,ἄγω,aorist,active,indicative,second person,—,—,plural,John 7:45,"Ἦλθον οὖν οἱ ὑπηρέται πρὸς τοὺς ἀρχιερεῖς καὶ Φαρισαίους, καὶ εἶπον αὐτοῖς ἐκεῖνοι· διὰ τί οὐκ",αὐτόν;
Ἄγουσιν,ἄγω,present,active,indicative,third person,—,—,plural,John 8:3,—,δὲ οἱ γραμματεῖς καὶ οἱ Φαρισαῖοι γυναῖκα ἐπὶ μοιχείᾳ κατειλημμένην καὶ στήσαντες αὐτὴν ἐν μέσῳ
Ἄγουσιν,ἄγω,present,active,indicative,third person,—,—,plural,John 9:13,—,αὐτὸν πρὸς τοὺς Φαρισαίους τόν ποτε τυφλόν.
ἀγαγεῖν,ἄγω,aorist,active,infinitive,—,—,—,—,John 10:16,καὶ ἄλλα  πρόβατα ἔχω ἃ οὐκ ἔστιν ἐκ τῆς αὐλῆς ταύτης· κἀκεῖνα δεῖ με,"καὶ τῆς φωνῆς μου ἀκούσουσιν, καὶ γενήσονται μία ποίμνη, εἷς ποιμήν."
ἄγωμεν,ἄγω,present,active,subjunctive,first person,—,—,plural,John 11:7,ἔπειτα μετὰ τοῦτο λέγει τοῖς μαθηταῖς·,εἰς τὴν Ἰουδαίαν πάλιν.
ἄγωμεν,ἄγω,present,active,subjunctive,first person,—,—,plural,John 11:15,"καὶ χαίρω διʼ ὑμᾶς ἵνα πιστεύσητε, ὅτι οὐκ ἤμην ἐκεῖ· ἀλλʼ",πρὸς αὐτόν.
ἄγωμεν,ἄγω,present,active,subjunctive,first person,—,—,plural,John 11:16,εἶπεν οὖν Θωμᾶς ὁ λεγόμενος Δίδυμος τοῖς συμμαθηταῖς·,καὶ ἡμεῖς ἵνα ἀποθάνωμεν μετʼ αὐτοῦ.
ἄγωμεν,ἄγω,present,active,subjunctive,first person,—,—,plural,John 14:31,"ἀλλʼ ἵνα γνῷ ὁ κόσμος ὅτι ἀγαπῶ τὸν πατέρα, καὶ καθὼς ἐνετείλατό μοι ὁ πατήρ, οὕτως ποιῶ. ἐγείρεσθε,",ἐντεῦθεν.
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,John 18:13,καὶ,"πρὸς Ἅνναν πρῶτον· ἦν γὰρ πενθερὸς τοῦ Καϊάφα, ὃς ἦν ἀρχιερεὺς τοῦ ἐνιαυτοῦ ἐκείνου·"
Ἄγουσιν,ἄγω,present,active,indicative,third person,—,—,plural,John 18:28,—,οὖν τὸν Ἰησοῦν ἀπὸ τοῦ Καϊάφα εἰς τὸ πραιτώριον· ἦν δὲ πρωΐ·  καὶ
ἄγω,ἄγω,present,active,indicative,first person,—,—,singular,John 19:4,Καὶ ἐξῆλθεν πάλιν ἔξω ὁ Πιλᾶτος καὶ λέγει αὐτοῖς· ἴδε,"ὑμῖν αὐτὸν ἔξω, ἵνα γνῶτε ὅτι οὐδεμίαν αἰτίαν εὑρίσκω ἐν αὐτῷ."
ἤγαγεν,ἄγω,aorist,active,indicative,third person,—,—,singular,John 19:13,ὁ οὖν Πιλᾶτος ἀκούσας τῶν λόγων τούτων,"ἔξω τὸν Ἰησοῦν καὶ ἐκάθισεν ἐπὶ  βήματος εἰς τόπον λεγόμενον Λιθόστρωτον, Ἑβραϊστὶ δὲ  Γαββαθα."
ἀχθῆναι,ἄγω,aorist,passive,infinitive,—,—,—,—,Acts 5:21,καὶ πᾶσαν τὴν γερουσίαν τῶν υἱῶν Ἰσραὴλ καὶ ἀπέστειλαν εἰς τὸ δεσμωτήριον,αὐτούς.
ἦγεν,ἄγω,"imperfect, aorist",active,indicative,third person,—,—,singular,Acts 5:26,Τότε ἀπελθὼν ὁ στρατηγὸς σὺν τοῖς ὑπηρέταις,"αὐτοὺς οὐ μετὰ βίας, ἐφοβοῦντο γὰρ τὸν λαὸν  μὴ λιθασθῶσιν."
Ἀγαγόντες,ἄγω,aorist,active,participle,—,masculine,nominative,plural,Acts 5:27,—,δὲ αὐτοὺς ἔστησαν ἐν τῷ συνεδρίῳ. καὶ ἐπηρώτησεν αὐτοὺς ὁ ἀρχιερεὺς
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Acts 6:12,συνεκίνησάν τε τὸν λαὸν καὶ τοὺς πρεσβυτέρους καὶ τοὺς γραμματεῖς καὶ ἐπιστάντες συνήρπασαν αὐτὸν καὶ,"εἰς τὸ συνέδριον,"
ἤχθη,ἄγω,aorist,passive,indicative,third person,—,—,singular,Acts 8:32,ἡ δὲ περιοχὴ τῆς γραφῆς ἣν ἀνεγίνωσκεν ἦν αὕτη·        ὡς πρόβατον ἐπὶ σφαγὴν,"καὶ ὡς ἀμνὸς ἐναντίον τοῦ κείραντος αὐτὸν ἄφωνος,        οὕτως οὐκ ἀνοίγει τὸ στόμα αὐτοῦ."
ἀγάγῃ,ἄγω,aorist,active,subjunctive,third person,—,—,singular,Acts 9:2,"ὅπως ἐάν τινας εὕρῃ τῆς ὁδοῦ ὄντας, ἄνδρας τε καὶ γυναῖκας, δεδεμένους",εἰς Ἰερουσαλήμ.
ἀγάγῃ,ἄγω,aorist,active,subjunctive,third person,—,—,singular,Acts 9:21,"ἐπικαλουμένους τὸ ὄνομα τοῦτο, καὶ ὧδε εἰς τοῦτο ἐληλύθει ἵνα δεδεμένους αὐτοὺς",ἐπὶ τοὺς ἀρχιερεῖς;
ἤγαγεν,ἄγω,aorist,active,indicative,third person,—,—,singular,Acts 9:27,Βαρναβᾶς δὲ ἐπιλαβόμενος αὐτὸν,πρὸς τοὺς ἀποστόλους καὶ διηγήσατο αὐτοῖς πῶς ἐν τῇ ὁδῷ εἶδεν τὸν κύριον
ἤγαγεν,ἄγω,aorist,active,indicative,third person,—,—,singular,Acts 11:26,καὶ εὑρὼν,εἰς Ἀντιόχειαν. ἐγένετο δὲ αὐτοῖς καὶ ἐνιαυτὸν ὅλον συναχθῆναι ἐν τῇ ἐκκλησίᾳ καὶ
ἤγαγεν,ἄγω,aorist,active,indicative,third person,—,—,singular,Acts 13:23,τούτου ὁ θεὸς ἀπὸ τοῦ σπέρματος κατʼ ἐπαγγελίαν,"τῷ Ἰσραὴλ σωτῆρα Ἰησοῦν,"
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Acts 17:15,οἱ δὲ καθιστάνοντες τὸν Παῦλον,"ἕως Ἀθηνῶν, καὶ λαβόντες ἐντολὴν  πρὸς τὸν Σιλᾶν καὶ τὸν Τιμόθεον ἵνα ὡς"
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Acts 17:19,ἐπιλαβόμενοί τε αὐτοῦ ἐπὶ τὸν Ἄρειον πάγον,λέγοντες· δυνάμεθα γνῶναι τίς ἡ καινὴ αὕτη ἡ ὑπὸ σοῦ λαλουμένη διδαχή;
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Acts 18:12,Γαλλίωνος δὲ ἀνθυπάτου ὄντος τῆς Ἀχαΐας κατεπέστησαν ὁμοθυμαδὸν οἱ Ἰουδαῖοι τῷ Παύλῳ καὶ,αὐτὸν ἐπὶ τὸ βῆμα
ἠγάγετε,ἄγω,aorist,active,indicative,second person,—,—,plural,Acts 19:37,—,γὰρ τοὺς ἄνδρας τούτους  οὔτε ἱεροσύλους οὔτε βλασφημοῦντας τὴν θεὸν ἡμῶν.
ἄγονται,ἄγω,present,passive,indicative,third person,—,—,plural,Acts 19:38,"εἰ μὲν οὖν Δημήτριος καὶ οἱ σὺν αὐτῷ τεχνῖται ἔχουσιν πρός  τινα λόγον, ἀγοραῖοι","καὶ ἀνθύπατοί εἰσιν, ἐγκαλείτωσαν ἀλλήλοις."
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Acts 20:12,—,δὲ τὸν παῖδα ζῶντα καὶ παρεκλήθησαν οὐ μετρίως.
ἄγοντες,ἄγω,present,active,participle,—,masculine,nominative,plural,Acts 21:16,"συνῆλθον δὲ καὶ τῶν μαθητῶν ἀπὸ Καισαρείας σὺν ἡμῖν,","παρʼ ᾧ ξενισθῶμεν  Μνάσωνί τινι Κυπρίῳ, ἀρχαίῳ μαθητῇ."
ἄγεσθαι,ἄγω,present,passive,infinitive,—,—,—,—,Acts 21:34,ὄχλῳ. μὴ δυναμένου δὲ αὐτοῦ γνῶναι τὸ ἀσφαλὲς διὰ τὸν θόρυβον ἐκέλευσεν,αὐτὸν εἰς τὴν παρεμβολήν.
ἄξων,ἄγω,future,active,participle,—,masculine,nominative,singular,Acts 22:5,"πρεσβυτέριον, παρʼ ὧν καὶ ἐπιστολὰς δεξάμενος πρὸς τοὺς ἀδελφοὺς εἰς Δαμασκὸν ἐπορευόμην,",καὶ τοὺς ἐκεῖσε ὄντας δεδεμένους εἰς Ἰερουσαλὴμ ἵνα τιμωρηθῶσιν.
ἄγειν,ἄγω,present,active,infinitive,—,—,—,—,Acts 23:10,Παῦλος ὑπʼ αὐτῶν ἐκέλευσεν τὸ στράτευμα καταβὰν ἁρπάσαι αὐτὸν ἐκ μέσου αὐτῶν,τε εἰς τὴν παρεμβολήν.
ἤγαγεν,ἄγω,aorist,active,indicative,third person,—,—,singular,Acts 23:18,ὁ μὲν οὖν παραλαβὼν αὐτὸν,πρὸς τὸν χιλίαρχον καὶ φησίν· ὁ δέσμιος Παῦλος προσκαλεσάμενός με ἠρώτησεν τοῦτον τὸν
ἀγαγεῖν,ἄγω,aorist,active,infinitive,—,—,—,—,Acts 23:18,χιλίαρχον καὶ φησίν· ὁ δέσμιος Παῦλος προσκαλεσάμενός με ἠρώτησεν τοῦτον τὸν νεανίσκον,πρὸς σὲ ἔχοντά τι λαλῆσαί σοι.
ἤγαγον,ἄγω,aorist,active,indicative,third person,—,—,plural,Acts 23:31,Οἱ μὲν οὖν στρατιῶται κατὰ τὸ διατεταγμένον αὐτοῖς ἀναλαβόντες τὸν Παῦλον,"διὰ νυκτὸς εἰς τὴν Ἀντιπατρίδα,"
ἀχθῆναι,ἄγω,aorist,passive,infinitive,—,—,—,—,Acts 25:6,"καταβὰς εἰς Καισάρειαν, τῇ ἐπαύριον καθίσας ἐπὶ τοῦ βήματος ἐκέλευσεν τὸν Παῦλον",.
ἀχθῆναι,ἄγω,aorist,passive,infinitive,—,—,—,—,Acts 25:17,συνελθόντων οὖν [αὐτῶν] ἐνθάδε ἀναβολὴν μηδεμίαν ποιησάμενος τῇ ἑξῆς καθίσας ἐπὶ τοῦ βήματος ἐκέλευσα,τὸν ἄνδρα·
ἤχθη,ἄγω,aorist,passive,indicative,third person,—,—,singular,Acts 25:23,χιλιάρχοις καὶ ἀνδράσιν τοῖς κατʼ ἐξοχὴν τῆς πόλεως καὶ κελεύσαντος τοῦ Φήστου,ὁ Παῦλος.
ἄγει,ἄγω,present,active,indicative,third person,—,—,singular,Romans 2:4,"τῆς μακροθυμίας καταφρονεῖς, ἀγνοῶν ὅτι τὸ χρηστὸν τοῦ θεοῦ εἰς μετάνοιάν σε",;
ἄγονται,ἄγω,present,passive,indicative,third person,—,—,plural,Romans 8:14,ὅσοι γὰρ πνεύματι θεοῦ,", οὗτοι υἱοὶ θεοῦ εἰσιν."
ἤγεσθε,ἄγω,imperfect,passive,indicative,second person,—,—,plural,1 Corinthians 12:2,Οἴδατε ὅτι ὅτε ἔθνη ἦτε πρὸς τὰ εἴδωλα τὰ ἄφωνα ὡς ἂν,ἀπαγόμενοι.
ἄγεσθε,ἄγω,present,passive,indicative,second person,—,—,plural,Galatians 5:18,εἰ δὲ πνεύματι,", οὐκ ἐστὲ ὑπὸ νόμον."
ἄξει,ἄγω,future,active,indicative,third person,—,—,singular,1 Thessalonians 4:14,"εἰ γὰρ πιστεύομεν ὅτι Ἰησοῦς ἀπέθανεν καὶ ἀνέστη, οὕτως καὶ ὁ θεὸς τοὺς κοιμηθέντας διὰ τοῦ Ἰησοῦ",σὺν αὐτῷ.
ἀγόμενα,ἄγω,present,passive,participle,—,neuter,accusative,plural,2 Timothy 3:6,"Ἐκ τούτων γάρ εἰσιν οἱ ἐνδύνοντες εἰς τὰς οἰκίας καὶ αἰχμαλωτίζοντες γυναικάρια σεσωρευμένα ἁμαρτίαις,","ἐπιθυμίαις  ποικίλαις,"
ἄγε,ἄγω,present,active,imperative,second person,—,—,singular,2 Timothy 4:11,Λουκᾶς ἐστιν μόνος μετʼ ἐμοῦ. Μᾶρκον ἀναλαβὼν,"μετὰ σεαυτοῦ, ἔστιν γάρ μοι εὔχρηστος εἰς διακονίαν."
ἀγαγόντα,ἄγω,aorist,active,participle,—,masculine,accusative,singular,Hebrews 2:10,"Ἔπρεπεν γὰρ αὐτῷ, διʼ ὃν τὰ πάντα καὶ διʼ οὗ τὰ πάντα, πολλοὺς υἱοὺς εἰς δόξαν",τὸν ἀρχηγὸν τῆς σωτηρίας αὐτῶν διὰ παθημάτων τελειῶσαι.
Ἄγε,ἄγω,present,active,imperative,second person,—,—,singular,James 4:13,—,νῦν οἱ λέγοντες· σήμερον ἢ αὔριον πορευσόμεθα εἰς τήνδε τὴν πόλιν καὶ ποιήσομεν
Ἄγε,ἄγω,present,active,imperative,second person,—,—,singular,James 5:1,—,"νῦν οἱ πλούσιοι, κλαύσατε ὀλολύζοντες ἐπὶ ταῖς ταλαιπωρίαις ὑμῶν ταῖς ἐπερχομέναις."
